time,q1_l,q1_r,q2_l,q2_r,ZMPx,ZMPy,CoMx,CoMy,CoMz
0.0,-9.710995236267613e-9,-9.710995236267613e-9,2.1073424255447017e-8,2.1073424255447017e-8,0.0,1.18,0.0,1.18,0.21844689631193193
0.02,-0.015135690794797475,-0.015135690794797475,0.03284557857424503,0.03284557857424503,0.0,1.18,0.0,1.1799924728856241,0.21841526568415776
0.04,-0.03006648998658867,-0.03006648998658867,0.06524798834363292,0.06524798834363292,0.0,1.18,0.0,1.1799480795209956,0.21832208356449873
0.06,-0.044790594585628535,-0.044790594585628535,0.0972046684493419,0.0972046684493419,0.0,1.18,0.0,1.1798660001743682,0.21816991459845003
0.08,-0.05930611296975643,-0.05930611296975643,0.12871275460302586,0.12871275460302586,0.0,1.18,0.0,1.1797651006065242,0.2179613234315069
0.1,-0.07361106203286091,-0.07361106203286091,0.15976907745227312,0.15976907745227312,0.0,1.18,0.0,1.179665696095302,0.2176988747091645
0.12,-0.08770336437634356,-0.08770336437634356,0.19037016041218868,0.19037016041218868,0.0,1.18,0.0,1.179581948157375,0.21738513307691804
0.14,-0.10158084551420851,-0.10158084551420851,0.22051221695905485,0.22051221695905485,0.0,1.18,0.0,1.1795205486665552,0.21702266318026273
0.16,-0.1152412310634061,-0.1152412310634061,0.25019114737873327,0.25019114737873327,0.0,1.18,0.0,1.1794823042832163,0.21661402966469379
0.18,-0.12868214389155316,-0.12868214389155316,0.27940253495897815,0.27940253495897815,0.0,1.18,0.0,1.1794645122113734,0.21616179717570635
0.2,-0.1419011011942602,-0.1419011011942602,0.3081416416112944,0.3081416416112944,0.0,1.18,0.0,1.1794630787858447,0.2156685303587957
0.22,-0.15489551147389133,-0.15489551147389133,0.3364034029040307,0.3364034029040307,0.0,1.18,0.0,1.179473805577431,0.21513679385945705
0.24,-0.16766267139083318,-0.16766267139083318,0.3641824224843445,0.3641824224843445,0.0,1.18,0.0,1.1794930428083423,0.21456915232318552
0.26,-0.18019976245711578,-0.18019976245711578,0.3914729658621381,0.3914729658621381,0.0,1.18,0.0,1.1795179226442363,0.21396817039547636
0.28,-0.19250384754060507,-0.19250384754060507,0.4182689535241881,0.4182689535241881,0.0,1.18,0.0,1.1795463410391778,0.21333641272182477
0.3,-0.20457186714592845,-0.20457186714592845,0.4445639533413463,0.4445639533413463,0.0,1.18,0.0,1.1795768248674101,0.21267644394772595
0.32,-0.2164006354357183,-0.2164006354357183,0.4703511722256201,0.4703511722256201,0.0,1.18,0.0,1.1796083727823587,0.21199082871867514
0.34,-0.22798683595283312,-0.22798683595283312,0.49562344698751243,0.49562344698751243,0.0,1.18,0.0,1.1796403154065869,0.21128213168016746
0.36,-0.23932701700060335,-0.23932701700060335,0.5203732343364015,0.5203732343364015,0.0,1.18,0.0,1.1796722107694713,0.21055291747769816
0.38,-0.25041758663413904,-0.25041758663413904,0.5445925999585988,0.5445925999585988,0.0,1.18,0.0,1.1797037742470167,0.20980575075676247
0.4,-0.26125480721102207,-0.26125480721102207,0.5682732065983048,0.5682732065983048,0.0,1.18,0.0,1.1797348352724653,0.20904319616285555
0.42,-0.2718347894443503,-0.2718347894443503,0.5914063010561125,0.5914063010561125,0.0,1.18,0.0,1.1797653119334774,0.20826781834147262
0.44,-0.28215348589502376,-0.28215348589502376,0.6139827000077529,0.6139827000077529,0.0,1.18,0.0,1.1797951961728217,0.20748218193810888
0.46,-0.29220668383322,-0.29220668383322,0.6359927745321032,0.6359927745321032,0.0,1.18,0.0,1.1798245446824744,0.2066888515982595
0.48,-0.3019899973911452,-0.3019899973911452,0.657426433221907,0.657426433221907,0.0,1.18,0.0,1.1798534727014098,0.20589039196741976
0.5,-0.31149885892022144,-0.31149885892022144,0.6782731037328361,0.6782731037328361,0.0,1.18,0.0,1.1798821494288707,0.20508936769108482
0.52,-0.32072850945570686,-0.32072850945570686,0.6985217126060257,0.6985217126060257,0.0,1.18,0.0,1.1799107946484089,0.20428834341474983
0.54,-0.32967398818019167,-0.32967398818019167,0.7181606631756471,0.7181606631756471,0.0,1.18,0.0,1.179939676577509,0.20348988378391009
0.56,-0.33833012076423463,-0.33833012076423463,0.7371778113458763,0.7371778113458763,0.0,1.18,0.0,1.1799691110926565,0.2026965534440607
0.58,-0.3466915064472781,-0.3466915064472781,0.7555604389900199,0.7555604389900199,0.0,1.18,0.0,1.1799994624756849,0.201910917040697
