vendredi 13 décembre 2024	11:04:04	Sampling Period : 50  ms		Experiment

t	Alpha1L		Alpha2L		Alpha1R		Alpha2R		T_Alpha1L	T_Alpha2L	T_Alpha1R	T_Alpha2R
396	65,527000E+3	16,000000E+0	19,000000E+0	65,523000E+3
397	65,527000E+3	16,000000E+0	19,000000E+0	65,521000E+3
398	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
399	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
400	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
401	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
402	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
403	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
404	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
405	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
406	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
407	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
408	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
409	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
410	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
411	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
412	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
413	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
414	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
415	65,527000E+3	16,000000E+0	19,000000E+0	65,522000E+3
416	65,527000E+3	16,000000E+0	19,000000E+0	65,521000E+3
417	65,527000E+3	16,000000E+0	19,000000E+0	65,521000E+3
418	65,527000E+3	16,000000E+0	19,000000E+0	65,522000E+3
419	65,527000E+3	16,000000E+0	19,000000E+0	65,521000E+3
420	65,527000E+3	16,000000E+0	19,000000E+0	65,521000E+3
421	65,527000E+3	16,000000E+0	19,000000E+0	65,522000E+3
422	65,527000E+3	16,000000E+0	19,000000E+0	65,522000E+3
423	65,527000E+3	16,000000E+0	19,000000E+0	65,522000E+3
424	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
425	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
426	65,527000E+3	16,000000E+0	19,000000E+0	65,521000E+3
427	65,527000E+3	16,000000E+0	19,000000E+0	65,520000E+3
428	65,527000E+3	16,000000E+0	19,000000E+0	65,521000E+3
429	65,527000E+3	16,000000E+0	19,000000E+0	65,521000E+3
430	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
431	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
432	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
433	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
434	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
435	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
436	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
437	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
438	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
439	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
440	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
441	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
442	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
443	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
444	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
445	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
446	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
447	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
448	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
449	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
450	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
451	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
452	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
453	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
454	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
455	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
456	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
457	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
458	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
459	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
460	65,526000E+3	16,000000E+0	19,000000E+0	65,521000E+3
461	65,526000E+3	16,000000E+0	19,000000E+0	65,522000E+3
462	65,527000E+3	16,000000E+0	19,000000E+0	65,521000E+3
463	65,527000E+3	16,000000E+0	19,000000E+0	65,522000E+3
464	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
465	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
466	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
467	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
468	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
469	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
470	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
471	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
472	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
473	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
474	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
475	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
476	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
477	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
478	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
479	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
480	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
481	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
482	65,527000E+3	15,000000E+0	18,000000E+0	65,521000E+3
483	65,527000E+3	15,000000E+0	18,000000E+0	65,522000E+3
484	65,527000E+3	15,000000E+0	18,000000E+0	65,522000E+3
485	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
486	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
487	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
488	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
489	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
490	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
491	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
492	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
493	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
494	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
495	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
496	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
497	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
498	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
499	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
500	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
501	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
502	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
503	65,527000E+3	15,000000E+0	19,000000E+0	65,522000E+3
504	65,527000E+3	15,000000E+0	19,000000E+0	65,521000E+3
505	65,527000E+3	15,000000E+0	24,000000E+0	65,516000E+3
506	65,527000E+3	15,000000E+0	22,000000E+0	65,519000E+3
507	65,528000E+3	14,000000E+0	26,000000E+0	65,512000E+3
508	65,532000E+3	14,000000E+0	21,000000E+0	65,531000E+3
509	65,534000E+3	14,000000E+0	26,000000E+0	65,518000E+3
510	65,532000E+3	15,000000E+0	17,000000E+0	1,000000E+0
511	65,531000E+3	15,000000E+0	22,000000E+0	65,518000E+3
512	65,531000E+3	4,000000E+0	14,000000E+0	65,530000E+3
513	65,535000E+3	20,000000E+0	30,000000E+0	65,522000E+3
514	65,535000E+3	13,000000E+0	21,000000E+0	8,000000E+0
515	65,534000E+3	11,000000E+0	24,000000E+0	65,521000E+3
516	65,532000E+3	12,000000E+0	8,000000E+0	0,000000E+0
517	65,532000E+3	11,000000E+0	16,000000E+0	65,515000E+3
518	65,532000E+3	11,000000E+0	5,000000E+0	0,000000E+0
519	65,531000E+3	11,000000E+0	19,000000E+0	65,514000E+3
520	65,531000E+3	11,000000E+0	12,000000E+0	1,000000E+0
521	65,534000E+3	11,000000E+0	20,000000E+0	65,516000E+3
522	65,534000E+3	11,000000E+0	13,000000E+0	0,000000E+0
523	65,534000E+3	11,000000E+0	21,000000E+0	65,518000E+3
524	65,534000E+3	11,000000E+0	18,000000E+0	65,533000E+3
525	65,534000E+3	11,000000E+0	22,000000E+0	65,518000E+3
526	65,534000E+3	11,000000E+0	17,000000E+0	65,525000E+3
527	65,534000E+3	11,000000E+0	22,000000E+0	65,521000E+3
528	65,533000E+3	11,000000E+0	23,000000E+0	65,518000E+3
529	65,534000E+3	11,000000E+0	27,000000E+0	65,529000E+3
530	65,534000E+3	11,000000E+0	25,000000E+0	65,528000E+3
531	65,534000E+3	11,000000E+0	25,000000E+0	0,000000E+0
532	65,533000E+3	11,000000E+0	27,000000E+0	65,523000E+3
533	65,534000E+3	11,000000E+0	27,000000E+0	0,000000E+0
534	65,534000E+3	11,000000E+0	27,000000E+0	65,514000E+3
535	0,000000E+0	11,000000E+0	8,000000E+0	65,534000E+3
536	65,535000E+3	11,000000E+0	11,000000E+0	65,509000E+3
537	65,533000E+3	8,000000E+0	4,000000E+0	65,535000E+3
538	65,531000E+3	8,000000E+0	12,000000E+0	65,494000E+3
539	65,531000E+3	8,000000E+0	3,000000E+0	65,535000E+3
540	65,531000E+3	8,000000E+0	15,000000E+0	65,493000E+3
541	65,533000E+3	8,000000E+0	7,000000E+0	2,000000E+0
542	65,534000E+3	8,000000E+0	16,000000E+0	65,487000E+3
543	65,535000E+3	5,000000E+0	7,000000E+0	1,000000E+0
544	65,535000E+3	5,000000E+0	18,000000E+0	65,494000E+3
545	0,000000E+0	2,000000E+0	9,000000E+0	0,000000E+0
546	65,535000E+3	4,000000E+0	20,000000E+0	65,495000E+3
547	0,000000E+0	2,000000E+0	7,000000E+0	65,534000E+3
548	65,534000E+3	2,000000E+0	19,000000E+0	65,501000E+3
549	0,000000E+0	7,000000E+0	8,000000E+0	65,531000E+3
550	65,531000E+3	8,000000E+0	16,000000E+0	65,518000E+3
551	0,000000E+0	5,000000E+0	9,000000E+0	65,525000E+3
552	65,533000E+3	11,000000E+0	12,000000E+0	65,531000E+3
553	2,000000E+0	8,000000E+0	8,000000E+0	65,526000E+3
554	65,534000E+3	13,000000E+0	12,000000E+0	65,531000E+3
555	0,000000E+0	11,000000E+0	7,000000E+0	65,530000E+3
556	65,535000E+3	10,000000E+0	11,000000E+0	65,531000E+3
557	65,532000E+3	24,000000E+0	5,000000E+0	65,529000E+3
558	65,533000E+3	5,000000E+0	6,000000E+0	65,528000E+3
559	65,527000E+3	23,000000E+0	4,000000E+0	65,528000E+3
560	65,533000E+3	65,532000E+3	5,000000E+0	65,525000E+3
561	65,524000E+3	18,000000E+0	0,000000E+0	65,525000E+3
562	65,533000E+3	65,513000E+3	3,000000E+0	65,523000E+3
563	65,520000E+3	18,000000E+0	1,000000E+0	65,526000E+3
564	0,000000E+0	65,506000E+3	5,000000E+0	65,525000E+3
565	65,522000E+3	42,000000E+0	3,000000E+0	65,525000E+3
566	1,000000E+0	65,504000E+3	5,000000E+0	65,526000E+3
567	65,516000E+3	48,000000E+0	0,000000E+0	0,000000E+0
568	0,000000E+0	65,503000E+3	1,000000E+0	65,529000E+3
569	65,521000E+3	51,000000E+0	0,000000E+0	65,529000E+3
570	4,000000E+0	65,512000E+3	0,000000E+0	65,527000E+3
571	65,528000E+3	42,000000E+0	0,000000E+0	65,527000E+3
572	7,000000E+0	65,523000E+3	3,000000E+0	65,528000E+3
573	65,531000E+3	48,000000E+0	1,000000E+0	65,528000E+3
574	1,000000E+0	65,532000E+3	3,000000E+0	65,528000E+3
575	65,532000E+3	27,000000E+0	1,000000E+0	65,528000E+3
576	65,534000E+3	14,000000E+0	4,000000E+0	65,528000E+3
577	65,523000E+3	13,000000E+0	3,000000E+0	65,528000E+3
578	65,529000E+3	15,000000E+0	3,000000E+0	65,529000E+3
579	65,522000E+3	8,000000E+0	3,000000E+0	65,529000E+3
580	65,523000E+3	10,000000E+0	2,000000E+0	65,528000E+3
581	65,523000E+3	3,000000E+0	2,000000E+0	65,528000E+3
582	65,522000E+3	20,000000E+0	1,000000E+0	65,528000E+3
583	65,524000E+3	3,000000E+0	0,000000E+0	65,528000E+3
584	65,522000E+3	31,000000E+0	1,000000E+0	65,528000E+3
585	65,525000E+3	4,000000E+0	0,000000E+0	65,528000E+3
586	65,516000E+3	35,000000E+0	1,000000E+0	65,528000E+3
587	65,532000E+3	4,000000E+0	0,000000E+0	65,528000E+3
588	65,524000E+3	45,000000E+0	0,000000E+0	65,528000E+3
589	65,533000E+3	2,000000E+0	0,000000E+0	65,530000E+3
590	65,519000E+3	51,000000E+0	2,000000E+0	65,530000E+3
591	65,533000E+3	65,528000E+3	0,000000E+0	65,530000E+3
592	65,516000E+3	62,000000E+0	4,000000E+0	65,532000E+3
593	65,530000E+3	65,520000E+3	0,000000E+0	65,533000E+3
594	65,511000E+3	58,000000E+0	0,000000E+0	65,534000E+3
595	65,527000E+3	65,528000E+3	0,000000E+0	65,532000E+3
596	65,511000E+3	47,000000E+0	0,000000E+0	65,532000E+3
597	65,530000E+3	0,000000E+0	65,535000E+3	65,532000E+3
598	65,510000E+3	34,000000E+0	0,000000E+0	65,530000E+3
599	65,528000E+3	8,000000E+0	65,526000E+3	65,531000E+3
600	65,514000E+3	16,000000E+0	65,534000E+3	65,528000E+3
601	65,528000E+3	13,000000E+0	65,527000E+3	65,529000E+3
602	65,523000E+3	6,000000E+0	0,000000E+0	65,525000E+3
603	65,527000E+3	10,000000E+0	65,528000E+3	65,527000E+3
604	65,524000E+3	5,000000E+0	65,534000E+3	65,525000E+3
605	65,524000E+3	7,000000E+0	65,534000E+3	65,518000E+3
606	65,524000E+3	7,000000E+0	0,000000E+0	65,526000E+3
607	65,526000E+3	9,000000E+0	2,000000E+0	65,519000E+3
608	65,524000E+3	8,000000E+0	0,000000E+0	0,000000E+0
609	65,525000E+3	6,000000E+0	14,000000E+0	65,521000E+3
610	65,523000E+3	8,000000E+0	9,000000E+0	6,000000E+0
611	65,532000E+3	10,000000E+0	24,000000E+0	65,520000E+3
612	65,532000E+3	12,000000E+0	13,000000E+0	16,000000E+0
613	65,534000E+3	9,000000E+0	21,000000E+0	65,510000E+3
614	65,532000E+3	11,000000E+0	1,000000E+0	11,000000E+0
615	65,530000E+3	11,000000E+0	8,000000E+0	65,520000E+3
616	65,532000E+3	10,000000E+0	65,535000E+3	0,000000E+0
617	65,534000E+3	9,000000E+0	7,000000E+0	65,514000E+3
618	65,534000E+3	13,000000E+0	65,534000E+3	0,000000E+0
619	65,534000E+3	7,000000E+0	6,000000E+0	65,507000E+3
620	65,535000E+3	17,000000E+0	2,000000E+0	2,000000E+0
621	0,000000E+0	10,000000E+0	11,000000E+0	65,518000E+3
622	65,535000E+3	11,000000E+0	8,000000E+0	0,000000E+0
623	65,532000E+3	11,000000E+0	10,000000E+0	65,517000E+3
624	65,528000E+3	10,000000E+0	3,000000E+0	65,527000E+3
625	65,529000E+3	10,000000E+0	10,000000E+0	65,518000E+3
626	65,529000E+3	10,000000E+0	9,000000E+0	65,520000E+3
627	65,532000E+3	10,000000E+0	16,000000E+0	65,520000E+3
628	65,532000E+3	10,000000E+0	13,000000E+0	65,518000E+3
629	65,534000E+3	10,000000E+0	17,000000E+0	65,532000E+3
630	65,534000E+3	10,000000E+0	15,000000E+0	65,521000E+3
631	65,535000E+3	10,000000E+0	16,000000E+0	65,533000E+3
632	65,534000E+3	10,000000E+0	18,000000E+0	65,515000E+3
633	0,000000E+0	10,000000E+0	17,000000E+0	65,533000E+3
634	65,535000E+3	10,000000E+0	23,000000E+0	65,508000E+3
635	0,000000E+0	7,000000E+0	9,000000E+0	65,532000E+3
636	65,535000E+3	7,000000E+0	7,000000E+0	65,503000E+3
637	65,534000E+3	7,000000E+0	0,000000E+0	1,000000E+0
638	65,532000E+3	6,000000E+0	8,000000E+0	65,487000E+3
639	65,529000E+3	6,000000E+0	0,000000E+0	0,000000E+0
640	65,530000E+3	6,000000E+0	11,000000E+0	65,488000E+3
641	65,532000E+3	3,000000E+0	2,000000E+0	65,535000E+3
642	65,534000E+3	4,000000E+0	15,000000E+0	65,493000E+3
643	0,000000E+0	2,000000E+0	4,000000E+0	65,534000E+3
644	0,000000E+0	6,000000E+0	13,000000E+0	65,492000E+3
645	0,000000E+0	4,000000E+0	5,000000E+0	65,530000E+3
646	65,535000E+3	3,000000E+0	13,000000E+0	65,502000E+3
647	3,000000E+0	7,000000E+0	6,000000E+0	65,527000E+3
648	65,533000E+3	6,000000E+0	13,000000E+0	65,519000E+3
649	4,000000E+0	5,000000E+0	7,000000E+0	65,524000E+3
650	65,535000E+3	13,000000E+0	12,000000E+0	65,528000E+3
651	5,000000E+0	8,000000E+0	7,000000E+0	65,524000E+3
652	65,534000E+3	11,000000E+0	13,000000E+0	65,529000E+3
653	0,000000E+0	11,000000E+0	5,000000E+0	65,529000E+3
654	65,531000E+3	11,000000E+0	9,000000E+0	65,532000E+3
655	65,527000E+3	21,000000E+0	5,000000E+0	65,530000E+3
656	65,530000E+3	2,000000E+0	6,000000E+0	65,528000E+3
657	65,524000E+3	22,000000E+0	2,000000E+0	65,528000E+3
658	65,529000E+3	65,525000E+3	5,000000E+0	65,526000E+3
659	65,519000E+3	18,000000E+0	2,000000E+0	65,527000E+3
660	65,532000E+3	65,514000E+3	4,000000E+0	65,524000E+3
661	65,521000E+3	16,000000E+0	2,000000E+0	65,527000E+3
662	1,000000E+0	65,510000E+3	6,000000E+0	65,526000E+3
663	65,524000E+3	33,000000E+0	4,000000E+0	65,529000E+3
664	7,000000E+0	65,508000E+3	4,000000E+0	65,525000E+3
665	65,526000E+3	46,000000E+0	0,000000E+0	65,527000E+3
666	7,000000E+0	65,509000E+3	1,000000E+0	65,525000E+3
667	65,525000E+3	52,000000E+0	0,000000E+0	65,528000E+3
668	10,000000E+0	65,512000E+3	1,000000E+0	65,526000E+3
669	65,531000E+3	49,000000E+0	0,000000E+0	65,527000E+3
670	6,000000E+0	65,522000E+3	3,000000E+0	65,530000E+3
671	65,521000E+3	36,000000E+0	0,000000E+0	65,532000E+3
672	65,527000E+3	65,524000E+3	0,000000E+0	65,531000E+3
673	65,516000E+3	32,000000E+0	0,000000E+0	65,529000E+3
674	65,524000E+3	0,000000E+0	3,000000E+0	65,528000E+3
675	65,524000E+3	23,000000E+0	3,000000E+0	65,529000E+3
676	65,535000E+3	27,000000E+0	5,000000E+0	65,531000E+3
677	65,532000E+3	9,000000E+0	5,000000E+0	65,530000E+3
678	65,530000E+3	12,000000E+0	4,000000E+0	65,529000E+3
679	65,524000E+3	0,000000E+0	2,000000E+0	65,529000E+3
680	65,520000E+3	20,000000E+0	0,000000E+0	65,530000E+3
681	65,522000E+3	2,000000E+0	0,000000E+0	65,529000E+3
682	65,522000E+3	31,000000E+0	0,000000E+0	65,529000E+3
683	65,524000E+3	1,000000E+0	0,000000E+0	65,528000E+3
684	65,514000E+3	35,000000E+0	0,000000E+0	65,529000E+3
685	65,530000E+3	4,000000E+0	0,000000E+0	65,529000E+3
686	65,522000E+3	43,000000E+0	1,000000E+0	65,530000E+3
687	65,534000E+3	0,000000E+0	0,000000E+0	65,531000E+3
688	65,519000E+3	50,000000E+0	3,000000E+0	65,532000E+3
689	65,535000E+3	65,530000E+3	2,000000E+0	65,531000E+3
690	65,516000E+3	63,000000E+0	4,000000E+0	65,532000E+3
691	65,529000E+3	65,518000E+3	0,000000E+0	65,533000E+3
692	65,511000E+3	57,000000E+0	0,000000E+0	65,535000E+3
693	65,527000E+3	65,527000E+3	65,534000E+3	65,533000E+3
694	65,511000E+3	51,000000E+0	0,000000E+0	65,533000E+3
695	65,529000E+3	0,000000E+0	65,532000E+3	65,533000E+3
696	65,509000E+3	35,000000E+0	65,534000E+3	65,530000E+3
697	65,528000E+3	8,000000E+0	65,525000E+3	65,533000E+3
698	65,515000E+3	16,000000E+0	65,534000E+3	65,529000E+3
699	65,529000E+3	13,000000E+0	65,528000E+3	65,530000E+3
700	65,523000E+3	6,000000E+0	0,000000E+0	65,524000E+3
701	65,526000E+3	9,000000E+0	65,529000E+3	65,528000E+3
702	65,522000E+3	4,000000E+0	0,000000E+0	65,526000E+3
703	65,523000E+3	7,000000E+0	65,535000E+3	65,518000E+3
704	65,522000E+3	6,000000E+0	0,000000E+0	65,526000E+3
705	65,526000E+3	9,000000E+0	2,000000E+0	65,518000E+3
706	65,523000E+3	7,000000E+0	0,000000E+0	0,000000E+0
707	65,525000E+3	5,000000E+0	15,000000E+0	65,517000E+3
708	65,523000E+3	9,000000E+0	9,000000E+0	5,000000E+0
709	65,531000E+3	9,000000E+0	25,000000E+0	65,519000E+3
710	65,532000E+3	12,000000E+0	12,000000E+0	16,000000E+0
711	65,534000E+3	10,000000E+0	19,000000E+0	65,513000E+3
712	65,531000E+3	11,000000E+0	1,000000E+0	7,000000E+0
713	65,529000E+3	9,000000E+0	9,000000E+0	65,514000E+3
714	65,531000E+3	11,000000E+0	0,000000E+0	5,000000E+0
715	65,534000E+3	12,000000E+0	8,000000E+0	65,517000E+3
716	65,534000E+3	13,000000E+0	0,000000E+0	0,000000E+0
717	65,534000E+3	5,000000E+0	7,000000E+0	65,506000E+3
718	0,000000E+0	17,000000E+0	4,000000E+0	0,000000E+0
719	0,000000E+0	10,000000E+0	14,000000E+0	65,517000E+3
720	65,535000E+3	10,000000E+0	10,000000E+0	0,000000E+0
721	65,532000E+3	9,000000E+0	12,000000E+0	65,517000E+3
722	65,527000E+3	10,000000E+0	2,000000E+0	65,527000E+3
723	65,529000E+3	9,000000E+0	5,000000E+0	65,517000E+3
724	65,527000E+3	9,000000E+0	8,000000E+0	65,520000E+3
725	65,531000E+3	10,000000E+0	15,000000E+0	65,519000E+3
726	65,532000E+3	9,000000E+0	13,000000E+0	65,517000E+3
727	65,533000E+3	10,000000E+0	18,000000E+0	65,532000E+3
728	65,533000E+3	10,000000E+0	17,000000E+0	65,522000E+3
729	65,535000E+3	9,000000E+0	17,000000E+0	65,535000E+3
730	65,534000E+3	9,000000E+0	19,000000E+0	65,514000E+3
731	65,534000E+3	9,000000E+0	18,000000E+0	65,530000E+3
732	65,534000E+3	10,000000E+0	24,000000E+0	65,509000E+3
733	65,535000E+3	6,000000E+0	9,000000E+0	65,535000E+3
734	65,535000E+3	6,000000E+0	9,000000E+0	65,498000E+3
735	65,533000E+3	6,000000E+0	0,000000E+0	2,000000E+0
736	65,532000E+3	6,000000E+0	9,000000E+0	65,490000E+3
737	65,529000E+3	6,000000E+0	0,000000E+0	0,000000E+0
738	65,529000E+3	5,000000E+0	10,000000E+0	65,486000E+3
739	65,531000E+3	4,000000E+0	2,000000E+0	0,000000E+0
740	65,533000E+3	3,000000E+0	16,000000E+0	65,492000E+3
741	0,000000E+0	2,000000E+0	5,000000E+0	65,533000E+3
742	65,535000E+3	5,000000E+0	14,000000E+0	65,493000E+3
743	0,000000E+0	4,000000E+0	4,000000E+0	65,530000E+3
744	65,535000E+3	3,000000E+0	12,000000E+0	65,502000E+3
745	2,000000E+0	7,000000E+0	6,000000E+0	65,528000E+3
746	65,533000E+3	6,000000E+0	13,000000E+0	65,520000E+3
747	4,000000E+0	6,000000E+0	8,000000E+0	65,525000E+3
748	65,534000E+3	13,000000E+0	11,000000E+0	65,528000E+3
749	3,000000E+0	9,000000E+0	7,000000E+0	65,523000E+3
750	65,535000E+3	11,000000E+0	12,000000E+0	65,530000E+3
751	0,000000E+0	11,000000E+0	6,000000E+0	65,529000E+3
752	65,531000E+3	10,000000E+0	9,000000E+0	65,532000E+3
753	65,527000E+3	20,000000E+0	4,000000E+0	65,530000E+3
754	65,528000E+3	2,000000E+0	6,000000E+0	65,528000E+3
755	65,524000E+3	21,000000E+0	2,000000E+0	65,528000E+3
756	65,530000E+3	65,525000E+3	5,000000E+0	65,527000E+3
757	65,519000E+3	12,000000E+0	1,000000E+0	65,526000E+3
758	65,533000E+3	65,514000E+3	4,000000E+0	65,524000E+3
759	65,521000E+3	15,000000E+0	2,000000E+0	65,526000E+3
760	1,000000E+0	65,511000E+3	6,000000E+0	65,526000E+3
761	65,526000E+3	27,000000E+0	2,000000E+0	65,528000E+3
762	7,000000E+0	65,509000E+3	4,000000E+0	65,525000E+3
763	65,526000E+3	46,000000E+0	1,000000E+0	65,526000E+3
764	7,000000E+0	65,511000E+3	2,000000E+0	65,524000E+3
765	65,528000E+3	50,000000E+0	0,000000E+0	65,526000E+3
766	9,000000E+0	65,513000E+3	1,000000E+0	65,525000E+3
767	65,530000E+3	50,000000E+0	0,000000E+0	65,526000E+3
768	5,000000E+0	65,521000E+3	2,000000E+0	65,528000E+3
769	65,520000E+3	42,000000E+0	0,000000E+0	65,534000E+3
770	65,527000E+3	65,523000E+3	0,000000E+0	65,531000E+3
771	65,515000E+3	31,000000E+0	0,000000E+0	65,529000E+3
772	65,524000E+3	0,000000E+0	3,000000E+0	65,528000E+3
773	65,523000E+3	24,000000E+0	3,000000E+0	65,528000E+3
774	65,535000E+3	24,000000E+0	4,000000E+0	65,529000E+3
775	65,534000E+3	10,000000E+0	5,000000E+0	65,529000E+3
776	65,530000E+3	12,000000E+0	4,000000E+0	65,530000E+3
777	65,524000E+3	2,000000E+0	3,000000E+0	65,530000E+3
778	65,522000E+3	15,000000E+0	0,000000E+0	65,529000E+3
779	65,524000E+3	65,512000E+3	0,000000E+0	65,529000E+3
780	65,523000E+3	31,000000E+0	1,000000E+0	65,529000E+3
781	65,525000E+3	3,000000E+0	0,000000E+0	65,528000E+3
782	65,512000E+3	42,000000E+0	0,000000E+0	65,530000E+3
783	65,530000E+3	65,526000E+3	1,000000E+0	65,529000E+3
784	65,520000E+3	52,000000E+0	0,000000E+0	65,529000E+3
785	65,535000E+3	65,515000E+3	3,000000E+0	65,528000E+3
786	65,520000E+3	64,000000E+0	3,000000E+0	65,533000E+3
787	0,000000E+0	65,529000E+3	3,000000E+0	65,532000E+3
788	65,518000E+3	65,000000E+0	5,000000E+0	65,533000E+3
789	65,531000E+3	65,520000E+3	1,000000E+0	65,533000E+3
790	65,511000E+3	54,000000E+0	0,000000E+0	65,534000E+3
791	65,527000E+3	65,533000E+3	65,534000E+3	65,533000E+3
792	65,510000E+3	50,000000E+0	65,535000E+3	65,531000E+3
793	65,529000E+3	0,000000E+0	65,531000E+3	65,532000E+3
794	65,511000E+3	32,000000E+0	65,534000E+3	65,529000E+3
795	65,529000E+3	8,000000E+0	65,527000E+3	65,530000E+3
796	65,517000E+3	18,000000E+0	65,535000E+3	65,528000E+3
797	65,530000E+3	15,000000E+0	65,528000E+3	65,530000E+3
798	65,525000E+3	8,000000E+0	0,000000E+0	65,524000E+3
799	65,527000E+3	9,000000E+0	65,530000E+3	65,526000E+3
800	65,522000E+3	4,000000E+0	0,000000E+0	65,525000E+3
801	65,522000E+3	6,000000E+0	65,534000E+3	65,519000E+3
802	65,522000E+3	5,000000E+0	0,000000E+0	65,526000E+3
803	65,526000E+3	8,000000E+0	0,000000E+0	65,519000E+3
